model,instructions,examples,answers
qwen2.5:1.5b,"Generate ONLY a different comment to ""I don't like it people don't need to know that and they also should be charging 6 bucks a week."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Understandably, privacy is valued. Reduced visibility aligns with cost savings for clients."
qwen2.5:1.5b,"Generate ONLY a different comment to ""never gonna find love but it's cool ig 😅"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Love is just another thing you'll never truly have, right? Cool! 🎉"
qwen2.5:1.5b,"Generate ONLY a different comment to ""would be nice to see the likes even on free"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,It would also be great if there were some kind of recognition for being part of something free.
qwen2.5:1.5b,"Generate ONLY a different comment to ""So my app updated, it used to have dark mode and now all of a sudden its gone.. Can you please fix this and bring it back? I have a Samsung galaxy s21. Hey thanks for responding! I'm not sure what the heck happened, but now dark mode is working.. I got logged out of the app and after logging back in, dark mode was gone.. But I just went back into it and it's now working.. Not sure what caused it.. I did just install the most recent android update so it could have been that?"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"I'm glad to hear dark mode is functioning again. It seems like a combination of factors might be causing this issue, including an Android update and possibly changes in your device's settings or permissions related to"
qwen2.5:1.5b,"Generate ONLY a different comment to ""you can only send messages to people the app matches you with that's not good"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"This is just fine as it stands, maintaining its original message."
qwen2.5:1.5b,"Generate ONLY a different comment to ""text entry for messaging new likes is yerrible"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Text input for adding messages about liking something isn't very good.
qwen2.5:1.5b,"Generate ONLY a different comment to ""The app is good. But is 90% money conscious as most of the activities in this app requires payment before you can do it. including knowing somebody who likes or admires you. you must make payment before the app will allow you know who admires or likes you. Even to like somebody in this app requires payment too. The financial requirements limits peoples activities in this app to the lowest minimum. This is not good. let loose some activities to make this app people's friendly. Thanks."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"The app needs better accessibility without forcing users into financial constraints for basic features, making it less inclusive and enjoyable overall. Let’s improve its inclusivity!"
qwen2.5:1.5b,"Generate ONLY a different comment to ""keep getting Trans girls lol"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Keep meeting transgender women! Haha~
qwen2.5:1.5b,"Generate ONLY a different comment to ""Had the app for over a year with no issues then Was banned for no reason at all"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,The user has been using an application without any problems for one full year and suddenly faced being permanently blocked.
qwen2.5:1.5b,"Generate ONLY a different comment to ""I really dont like how I cant access my phone gallery and different albums when selecting a photo or video to upload on my profile. It makes it so much harder to find the photo im lookiglng for and for some reason it wont show me all of my photos from the photos it pops up for me to select"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,This issue is making navigation through your profile extremely frustrating.
qwen2.5:1.5b,"Generate ONLY a different comment to ""I met my husband using Tender 3 years ago and we have been married for 2 years now! Edit: we are 1 year divorced after 5 awful years of abuse and lies. On the upside I have an amazing 3 year old from the marriage."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"I met my husband through a dating app three years ago, which was quite coincidental! Now that we're divorced after five awful years of abuse and lies, I'm grateful for our 3-year"
qwen2.5:1.5b,"Generate ONLY a different comment to ""great"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,excellent
qwen2.5:1.5b,"Generate ONLY a different comment to ""cool"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Great!
qwen2.5:1.5b,"Generate ONLY a different comment to ""I've been enjoying the expirience with the until I have to verify my profile. This pose photo verification doesn't work. I uninstalled and reinstalled the app but still can't have full access to the app. I have reported the issue but still no assistance."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"I've been enjoying using the app until it requires photo verification, which doesn’t work as expected and uninstalling/reinstalling didn't resolve the issue. Reporting the problem hasn't led to any assistance"
qwen2.5:1.5b,"Generate ONLY a different comment to ""Demands money"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Needs financial resources.
qwen2.5:1.5b,"Generate ONLY a different comment to ""Not too good"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Great improvements needed!
qwen2.5:1.5b,"Generate ONLY a different comment to ""you should charge people even before they see there likes"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Absolutely right; it's essential to reward users proactively.
qwen2.5:1.5b,"Generate ONLY a different comment to ""Categories don't work. Likes don't stay registered for things like ""binge watchers,"" where all the girls I want to meet are. Stupid to see the same profiles over and over again."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,This is frustrating because it feels repetitive seeing similar people listed everywhere.
qwen2.5:1.5b,"Generate ONLY a different comment to ""I love tinder tbh. But they can you for NO REASON. If it is , why do t they TELL YOU. I've had 3 different pages and get banned EVERY TIME. I don't post naked pics or promote myself or my cash app. And I've heard this from multiple people"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"I understand your frustration with Tinder's policies, tbh. It can be disappointing when you feel like they're keeping things secret from users who follow their guidelines closely."
qwen2.5:1.5b,"Generate ONLY a different comment to ""good"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Great!
qwen2.5:1.5b,"Generate ONLY a different comment to ""I guess it's an okay app..I match with more fake/bot accounts than I do real people since 90% of this app is bot accounts anyway"", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,It seems like most interactions are from bots.
