model,instructions,examples,answers
qwen2.5:1.5b,"Generate ONLY a different comment to ""I’d say it can be frustrating to use after a while. That part could definitely be improved."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Sure, here's one possible alternative:

- I believe there might need some adjustments for that aspect as well."
qwen2.5:1.5b,"Generate ONLY a different comment to ""So far, some users don’t seem serious about dating. That part could definitely be improved."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Currently, there appears to be an issue with user engagement in online dating platforms. This area needs significant enhancement for better interaction and results."
qwen2.5:1.5b,"Generate ONLY a different comment to ""The main problem is that it affects your confidence after a while. It gets frustrating after a while."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"You'll find yourself doubting your abilities eventually due to this issue over time, which becomes increasingly annoying as you progress."
qwen2.5:1.5b,"Generate ONLY a different comment to ""The main problem is that matches often don’t lead anywhere. It slows things down."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Main issue with matching frequently results in no progress, hindering efficiency."
qwen2.5:1.5b,"Generate ONLY a different comment to ""I wanted to like it, but there are too many fake profiles on Tinder. It ends up feeling repetitive."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,It's frustrating that so much of what you see is just duplicates.
qwen2.5:1.5b,"Generate ONLY a different comment to ""Personally, i get matches but barely any replies. It makes the experience less enjoyable."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,But you receive responses without enjoying your interactions personally.
qwen2.5:1.5b,"Generate ONLY a different comment to ""I wanted to like it, but the app feels very superficial. It slows things down."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,The app lacks depth and is unnecessarily cumbersome.
qwen2.5:1.5b,"Generate ONLY a different comment to ""I’d say it seems like you need to pay to get noticed."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,It appears paying is required for visibility.
qwen2.5:1.5b,"Generate ONLY a different comment to ""I’d say the algorithm feels unfair at times. It makes it harder to connect with people."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"The system sometimes seems biased, making interaction less straightforward."
qwen2.5:1.5b,"Generate ONLY a different comment to ""I’d say swiping gets repetitive and exhausting. It makes it harder to connect with people."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Swiping can become monotonous, making interactions less engaging."
qwen2.5:1.5b,"Generate ONLY a different comment to ""One issue is that it can be frustrating to use after a while. It ends up feeling repetitive."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Another challenge with this app becomes apparent over time, leading users to feel monotonous and dissatisfied."
qwen2.5:1.5b,"Generate ONLY a different comment to ""In my experience, some users don’t seem serious about dating. It makes the app feel draining."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,This indicates that many people lack genuine interest in relationships on this platform.
qwen2.5:1.5b,"Generate ONLY a different comment to ""What bothers me is that it affects your confidence after a while. That part could definitely be improved."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"You should focus on improving this aspect as well, which can further enhance user trust over time."
qwen2.5:1.5b,"Generate ONLY a different comment to ""In my experience, matches often don’t lead anywhere. It gets frustrating after a while."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Matches frequently fail to yield results; it can be discouraging over time.
qwen2.5:1.5b,"Generate ONLY a different comment to ""For me, there are too many fake profiles on Tinder."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,I've noticed that finding genuine connections can be challenging with so much false information online.
qwen2.5:1.5b,"Generate ONLY a different comment to ""I’d say i get matches but barely any replies. It slows things down."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"""Match requests pile up, causing delays."""
qwen2.5:1.5b,"Generate ONLY a different comment to ""One issue is that the app feels very superficial. It makes it harder to connect with people."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"The application lacks depth, making it difficult to form meaningful connections."
qwen2.5:1.5b,"Generate ONLY a different comment to ""One issue is that it seems like you need to pay to get noticed."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,Another concern is that visibility might cost money.
qwen2.5:1.5b,"Generate ONLY a different comment to ""Personally, the algorithm feels unfair at times. It gets frustrating after a while."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,I find it annoying that sometimes I feel like my personal choices are overlooked by this system's decisions.
qwen2.5:1.5b,"Generate ONLY a different comment to ""Honestly, swiping gets repetitive and exhausting. It ends up feeling repetitive."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Really, it feels like swiping is boring after some time."
qwen2.5:1.5b,"Generate ONLY a different comment to ""I’d say it can be frustrating to use after a while. It makes it harder to connect with people."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Using this app gets tiring eventually, making social interactions tougher over time."
qwen2.5:1.5b,"Generate ONLY a different comment to ""What bothers me is that some users don’t seem serious about dating. It slows things down."", but keep the same meaning.Do not add more text than the necessary.
###TASK
Comment:",,"Some individuals appear casual regarding relationships, which can slow interactions down."
